id	code	name	type	descp	record_time
542	600617	国新能源	1		2015-11-15 19:57:33
543	600616	金枫酒业	1		2015-11-15 19:57:33
544	600615	丰华股份	1		2015-11-15 19:57:33
545	600614	鼎立股份	1		2015-11-15 19:57:33
546	600613	神奇制药	1		2015-11-15 19:57:33
547	600612	老凤祥	1		2015-11-15 19:57:33
548	600611	大众交通	1		2015-11-15 19:57:33
549	600610	中纺	1		2015-11-15 19:57:33
550	600609	金杯汽车	1		2015-11-15 19:57:33
551	600608	上海科技	1		2015-11-15 19:57:33
552	600606	金丰投资	1		2015-11-15 19:57:33
553	600605	汇通能源	1		2015-11-15 19:57:33
554	600604	市北高新	1		2015-11-15 19:57:33
555	600603	大洲兴业	1		2015-11-15 19:57:33
556	600602	仪电电子	1		2015-11-15 19:57:33
557	600601	方正科技	1		2015-11-15 19:57:33
558	600600	青岛啤酒	1		2015-11-15 19:57:33
559	600599	熊猫烟花	1		2015-11-15 19:57:33
560	600598	大荒	1		2015-11-15 19:57:33
561	600597	光明乳业	1		2015-11-15 19:57:33
562	600596	新安股份	1		2015-11-15 19:57:33
563	600595	中孚实业	1		2015-11-15 19:57:33
564	600594	益佰制药	1		2015-11-15 19:57:33
565	600593	大连圣亚	1		2015-11-15 19:57:33
566	600592	龙溪股份	1		2015-11-15 19:57:33
567	600590	泰豪科技	1		2015-11-15 19:57:33
568	600589	广东榕泰	1		2015-11-15 19:57:33
569	600588	用友软件	1		2015-11-15 19:57:33
570	600587	新华医疗	1		2015-11-15 19:57:33
571	600586	金晶科技	1		2015-11-15 19:57:33
572	600585	海螺水泥	1		2015-11-15 19:57:33
573	600584	长电科技	1		2015-11-15 19:57:33
574	600583	海油工程	1		2015-11-15 19:57:33
575	600582	天地科技	1		2015-11-15 19:57:33
576	600581	八一钢铁	1		2015-11-15 19:57:33
577	600580	卧龙电气	1		2015-11-15 19:57:33
578	600579	天华院	1		2015-11-15 19:57:33
579	600578	京能电力	1		2015-11-15 19:57:33
580	600577	精达股份	1		2015-11-15 19:57:33
581	600576	万好万家	1		2015-11-15 19:57:33
582	600575	皖江物流	1		2015-11-15 19:57:33
583	600573	惠泉啤酒	1		2015-11-15 19:57:33
584	600572	康恩贝	1		2015-11-15 19:57:33
585	600571	信雅达	1		2015-11-15 19:57:33
586	600570	恒生电子	1		2015-11-15 19:57:33
587	600569	安阳钢铁	1		2015-11-15 19:57:33
588	600568	中珠控股	1		2015-11-15 19:57:33
589	600567	山鹰纸业	1		2015-11-15 19:57:33
590	600566	洪城股份	1		2015-11-15 19:57:33
591	600565	迪马股份	1		2015-11-15 19:57:33
592	600563	法拉电子	1		2015-11-15 19:57:33
593	600562	国睿科技	1		2015-11-15 19:57:33
594	600561	江西长运	1		2015-11-15 19:57:33
595	600560	金自天正	1		2015-11-15 19:57:33
596	600559	老白干酒	1		2015-11-15 19:57:33
597	600558	大西洋	1		2015-11-15 19:57:33
598	600557	康缘药业	1		2015-11-15 19:57:33
599	600556	北生药业	1		2015-11-15 19:57:33
600	600555	九龙山	1		2015-11-15 19:57:33
601	600552	方兴科技	1		2015-11-15 19:57:33
602	600551	时代出版	1		2015-11-15 19:57:33
603	600550	天威	1		2015-11-15 19:57:33
604	600549	厦门钨业	1		2015-11-15 19:57:33
605	600548	深高速	1		2015-11-15 19:57:33
606	600547	山东黄金	1		2015-11-15 19:57:33
607	600546	山煤国际	1		2015-11-15 19:57:33
608	600545	新疆城建	1		2015-11-15 19:57:33
609	600543	莫高股份	1		2015-11-15 19:57:33
610	600540	新赛股份	1		2015-11-15 19:57:33
611	600539	狮头股份	1		2015-11-15 19:57:33
612	600538	国发股份	1		2015-11-15 19:57:33
613	600537	亿晶光电	1		2015-11-15 19:57:33
614	600536	中国软件	1		2015-11-15 19:57:33
615	600535	天士力	1		2015-11-15 19:57:33
616	600533	栖霞建设	1		2015-11-15 19:57:33
617	600532	宏达矿业	1		2015-11-15 19:57:33
618	600531	豫光金铅	1		2015-11-15 19:57:33
619	600530	交大昂立	1		2015-11-15 19:57:33
620	600529	山东药玻	1		2015-11-15 19:57:33
621	600528	中铁二局	1		2015-11-15 19:57:33
622	600527	江南高纤	1		2015-11-15 19:57:33
623	600526	菲达环保	1		2015-11-15 19:57:33
624	600525	长园集团	1		2015-11-15 19:57:33
625	600523	贵航股份	1		2015-11-15 19:57:33
626	600522	中天科技	1		2015-11-15 19:57:33
627	600521	华海药业	1		2015-11-15 19:57:33
628	600520	中发科技	1		2015-11-15 19:57:33
629	600519	贵州茅台	1		2015-11-15 19:57:33
630	600518	康美药业	1		2015-11-15 19:57:33
631	600517	置信电气	1		2015-11-15 19:57:33
632	600516	方大炭素	1		2015-11-15 19:57:33
633	600515	海岛建设	1		2015-11-15 19:57:33
634	600513	联环药业	1		2015-11-15 19:57:33
635	600512	腾达建设	1		2015-11-15 19:57:33
636	600511	国药股份	1		2015-11-15 19:57:33
637	600510	黑牡丹	1		2015-11-15 19:57:33
638	600509	天富能源	1		2015-11-15 19:57:33
639	600508	上海能源	1		2015-11-15 19:57:33
640	600507	方大特钢	1		2015-11-15 19:57:33
641	600506	香梨股份	1		2015-11-15 19:57:33
642	600505	西昌电力	1		2015-11-15 19:57:33
643	600503	华丽家族	1		2015-11-15 19:57:33
644	600502	安徽水利	1		2015-11-15 19:57:33
645	600501	航天晨光	1		2015-11-15 19:57:33
646	600500	中化国际	1		2015-11-15 19:57:33
647	600499	科达洁能	1		2015-11-15 19:57:33
648	600498	烽火通信	1		2015-11-15 19:57:33
649	600497	驰宏锌锗	1		2015-11-15 19:57:33
650	600496	精工钢构	1		2015-11-15 19:57:33
651	600495	晋西车轴	1		2015-11-15 19:57:33
652	600493	凤竹纺织	1		2015-11-15 19:57:33
653	600491	龙元建设	1		2015-11-15 19:57:33
654	600490	鹏欣资源	1		2015-11-15 19:57:33
655	600489	中金黄金	1		2015-11-15 19:57:33
656	600488	天药股份	1		2015-11-15 19:57:33
657	600487	亨通光电	1		2015-11-15 19:57:33
658	600486	扬农化工	1		2015-11-15 19:57:33
659	600485	信威集团	1		2015-11-15 19:57:33
660	600483	福能股份	1		2015-11-15 19:57:33
661	600482	风帆股份	1		2015-11-15 19:57:33
662	600481	双良节能	1		2015-11-15 19:57:33
663	600480	凌云股份	1		2015-11-15 19:57:33
664	600479	千金药业	1		2015-11-15 19:57:33
665	600478	科力远	1		2015-11-15 19:57:33
666	600477	杭萧钢构	1		2015-11-15 19:57:33
667	600476	湘邮科技	1		2015-11-15 19:57:33
668	600475	华光股份	1		2015-11-15 19:57:33
669	600470	六国化工	1		2015-11-15 19:57:33
670	600469	风神股份	1		2015-11-15 19:57:33
671	600468	百利电气	1		2015-11-15 19:57:33
672	600467	好当家	1		2015-11-15 19:57:33
673	600466	迪康药业	1		2015-11-15 19:57:33
674	600463	空港股份	1		2015-11-15 19:57:33
675	600462	石岘纸业	1		2015-11-15 19:57:33
676	600461	洪城水业	1		2015-11-15 19:57:33
677	600460	士兰微	1		2015-11-15 19:57:33
678	600459	贵研铂业	1		2015-11-15 19:57:33
679	600458	时代新材	1		2015-11-15 19:57:33
680	600456	宝钛股份	1		2015-11-15 19:57:33
681	600455	博通股份	1		2015-11-15 19:57:33
682	600452	涪陵电力	1		2015-11-15 19:57:33
683	600449	宁夏建材	1		2015-11-15 19:57:33
684	600448	华纺股份	1		2015-11-15 19:57:33
685	600446	金证股份	1		2015-11-15 19:57:33
686	600444	国通管业	1		2015-11-15 19:57:33
687	600439	瑞贝卡	1		2015-11-15 19:57:33
688	600438	通威股份	1		2015-11-15 19:57:33
689	600436	片仔癀	1		2015-11-15 19:57:33
690	600435	北方导航	1		2015-11-15 19:57:33
691	600433	冠豪高新	1		2015-11-15 19:57:33
692	600432	吉恩镍业	1		2015-11-15 19:57:33
693	600429	三元股份	1		2015-11-15 19:57:33
694	600428	中远航运	1		2015-11-15 19:57:33
695	600426	华鲁恒升	1		2015-11-15 19:57:33
696	600425	青松建化	1		2015-11-15 19:57:33
697	600423	柳化股份	1		2015-11-15 19:57:33
698	600422	昆明制药	1		2015-11-15 19:57:33
699	600421	仰帆控股	1		2015-11-15 19:57:33
700	600420	现代制药	1		2015-11-15 19:57:33
701	600419	天润乳业	1		2015-11-15 19:57:33
702	600418	江淮汽车	1		2015-11-15 19:57:33
703	600416	湘电股份	1		2015-11-15 19:57:33
704	600415	小商品城	1		2015-11-15 19:57:33
705	600410	华胜天成	1		2015-11-15 19:57:33
706	600409	三友化工	1		2015-11-15 19:57:33
707	600408	安泰集团	1		2015-11-15 19:57:33
708	600406	国电南瑞	1		2015-11-15 19:57:33
709	600405	动力源	1		2015-11-15 19:57:33
710	600403	大有能源	1		2015-11-15 19:57:33
711	600401	海润光伏	1		2015-11-15 19:57:33
712	600400	红豆股份	1		2015-11-15 19:57:33
713	600399	抚顺特钢	1		2015-11-15 19:57:33
714	600398	海澜之家	1		2015-11-15 19:57:33
715	600397	安源煤业	1		2015-11-15 19:57:33
716	600396	金山股份	1		2015-11-15 19:57:33
717	600395	盘江股份	1		2015-11-15 19:57:33
718	600393	东华实业	1		2015-11-15 19:57:33
719	600392	盛和资源	1		2015-11-15 19:57:33
720	600391	成发科技	1		2015-11-15 19:57:33
721	600390	金瑞科技	1		2015-11-15 19:57:33
722	600389	江山股份	1		2015-11-15 19:57:33
723	600388	龙净环保	1		2015-11-15 19:57:33
724	600387	海越股份	1		2015-11-15 19:57:33
725	600386	北巴传媒	1		2015-11-15 19:57:33
726	600385	ST金泰	1		2015-11-15 19:57:33
727	600383	金地集团	1		2015-11-15 19:57:33
728	600382	广东明珠	1		2015-11-15 19:57:33
729	600381	贤成	1		2015-11-15 19:57:33
730	600380	健康元	1		2015-11-15 19:57:33
731	600379	宝光股份	1		2015-11-15 19:57:33
732	600378	天科股份	1		2015-11-15 19:57:33
733	600377	宁沪高速	1		2015-11-15 19:57:33
734	600376	首开股份	1		2015-11-15 19:57:33
735	600375	华菱星马	1		2015-11-15 19:57:33
736	600373	中文传媒	1		2015-11-15 19:57:33
737	600372	中航电子	1		2015-11-15 19:57:33
738	600371	万向德农	1		2015-11-15 19:57:33
739	600370	三房巷	1		2015-11-15 19:57:33
740	600369	西南证券	1		2015-11-15 19:57:33
741	600368	五洲交通	1		2015-11-15 19:57:33
742	600367	红星发展	1		2015-11-15 19:57:33
743	600366	宁波韵升	1		2015-11-15 19:57:33
744	600365	通葡股份	1		2015-11-15 19:57:33
745	600363	联创光电	1		2015-11-15 19:57:33
746	600362	江西铜业	1		2015-11-15 19:57:33
747	600361	华联综超	1		2015-11-15 19:57:33
748	600360	华微电子	1		2015-11-15 19:57:33
749	600359	新农开发	1		2015-11-15 19:57:33
750	600358	国旅联合	1		2015-11-15 19:57:33
751	600356	恒丰纸业	1		2015-11-15 19:57:33
752	600355	精伦电子	1		2015-11-15 19:57:33
753	600354	敦煌种业	1		2015-11-15 19:57:33
754	600353	旭光股份	1		2015-11-15 19:57:33
755	600352	浙江龙盛	1		2015-11-15 19:57:33
756	600351	亚宝药业	1		2015-11-15 19:57:33
757	600350	山东高速	1		2015-11-15 19:57:33
758	600348	阳泉煤业	1		2015-11-15 19:57:33
759	600346	大橡塑	1		2015-11-15 19:57:33
760	600345	长江通信	1		2015-11-15 19:57:33
761	600343	航天动力	1		2015-11-15 19:57:33
762	600340	华夏幸福	1		2015-11-15 19:57:33
763	600339	天利高新	1		2015-11-15 19:57:33
764	600338	西藏珠峰	1		2015-11-15 19:57:33
765	600337	美克家居	1		2015-11-15 19:57:33
766	600336	澳柯玛	1		2015-11-15 19:57:33
767	600335	国机汽车	1		2015-11-15 19:57:33
768	600333	长春燃气	1		2015-11-15 19:57:33
769	600332	白云山	1		2015-11-15 19:57:33
770	600331	宏达股份	1		2015-11-15 19:57:33
771	600330	天通股份	1		2015-11-15 19:57:33
772	600329	中新药业	1		2015-11-15 19:57:33
773	600328	兰太实业	1		2015-11-15 19:57:33
774	600327	大东方	1		2015-11-15 19:57:33
775	600326	西藏天路	1		2015-11-15 19:57:33
776	600325	华发股份	1		2015-11-15 19:57:33
777	600323	瀚蓝环境	1		2015-11-15 19:57:33
778	600322	天房发展	1		2015-11-15 19:57:33
779	600321	国栋建设	1		2015-11-15 19:57:33
780	600320	振华重工	1		2015-11-15 19:57:33
781	600319	亚星化学	1		2015-11-15 19:57:33
782	600318	巢东股份	1		2015-11-15 19:57:33
783	600317	营口港	1		2015-11-15 19:57:33
784	600316	洪都航空	1		2015-11-15 19:57:33
785	600315	上海家化	1		2015-11-15 19:57:33
786	600313	农发种业	1		2015-11-15 19:57:33
787	600312	平高电气	1		2015-11-15 19:57:33
788	600311	荣华实业	1		2015-11-15 19:57:33
789	600310	桂东电力	1		2015-11-15 19:57:33
790	600309	万华化学	1		2015-11-15 19:57:33
791	600308	华泰股份	1		2015-11-15 19:57:33
792	600307	酒钢宏兴	1		2015-11-15 19:57:33
793	600306	商城	1		2015-11-15 19:57:33
794	600305	恒顺醋业	1		2015-11-15 19:57:33
795	600303	曙光股份	1		2015-11-15 19:57:33
796	600302	标准股份	1		2015-11-15 19:57:33
797	600301	ST南化	1		2015-11-15 19:57:33
798	600300	维维股份	1		2015-11-15 19:57:33
799	600299	新材	1		2015-11-15 19:57:33
800	600298	安琪酵母	1		2015-11-15 19:57:33
801	600297	美罗药业	1		2015-11-15 19:57:33
802	600295	鄂尔多斯	1		2015-11-15 19:57:33
803	600293	三峡新材	1		2015-11-15 19:57:33
804	600292	中电远达	1		2015-11-15 19:57:33
805	600291	西水股份	1		2015-11-15 19:57:33
806	600290	华仪电气	1		2015-11-15 19:57:33
807	600289	亿阳信通	1		2015-11-15 19:57:33
808	600288	大恒科技	1		2015-11-15 19:57:33
809	600287	江苏舜天	1		2015-11-15 19:57:33
810	600285	羚锐制药	1		2015-11-15 19:57:33
811	600284	浦东建设	1		2015-11-15 19:57:33
812	600283	钱江水利	1		2015-11-15 19:57:33
813	600282	南钢	1		2015-11-15 19:57:33
814	600281	太化股份	1		2015-11-15 19:57:33
815	600280	中央商场	1		2015-11-15 19:57:33
816	600279	重庆港九	1		2015-11-15 19:57:33
817	600278	东方创业	1		2015-11-15 19:57:33
818	600277	亿利能源	1		2015-11-15 19:57:33
819	600276	恒瑞医药	1		2015-11-15 19:57:33
820	600275	武昌鱼	1		2015-11-15 19:57:33
821	600273	嘉化能源	1		2015-11-15 19:57:33
822	600272	开开实业	1		2015-11-15 19:57:33
823	600271	航天信息	1		2015-11-15 19:57:33
824	600270	外运发展	1		2015-11-15 19:57:33
825	600269	赣粤高速	1		2015-11-15 19:57:33
826	600268	国电南自	1		2015-11-15 19:57:33
827	600267	海正药业	1		2015-11-15 19:57:33
828	600266	北京城建	1		2015-11-15 19:57:33
829	600265	ST景谷	1		2015-11-15 19:57:33
830	600262	北方股份	1		2015-11-15 19:57:33
831	600261	阳光照明	1		2015-11-15 19:57:33
832	600260	凯乐科技	1		2015-11-15 19:57:33
833	600259	广晟有色	1		2015-11-15 19:57:33
834	600258	首旅酒店	1		2015-11-15 19:57:33
835	600257	大湖股份	1		2015-11-15 19:57:33
836	600256	广汇能源	1		2015-11-15 19:57:33
837	600255	鑫科材料	1		2015-11-15 19:57:33
838	600252	中恒集团	1		2015-11-15 19:57:33
839	600251	冠农股份	1		2015-11-15 19:57:33
840	600250	南纺股份	1		2015-11-15 19:57:33
841	600249	两面针	1		2015-11-15 19:57:33
842	600248	延长化建	1		2015-11-15 19:57:33
843	600247	成城	1		2015-11-15 19:57:33
844	600246	万通地产	1		2015-11-15 19:57:33
845	600243	青海华鼎	1		2015-11-15 19:57:33
846	600242	中昌海运	1		2015-11-15 19:57:33
847	600241	时代万恒	1		2015-11-15 19:57:33
848	600240	华业地产	1		2015-11-15 19:57:33
849	600239	云南城投	1		2015-11-15 19:57:33
850	600238	海南椰岛	1		2015-11-15 19:57:33
851	600237	铜峰电子	1		2015-11-15 19:57:33
852	600236	桂冠电力	1		2015-11-15 19:57:33
853	600235	民丰特纸	1		2015-11-15 19:57:33
854	600234	山水文化	1		2015-11-15 19:57:33
855	600233	大杨创世	1		2015-11-15 19:57:33
856	600232	金鹰股份	1		2015-11-15 19:57:33
857	600231	凌钢股份	1		2015-11-15 19:57:33
858	600230	沧州大化	1		2015-11-15 19:57:33
859	600229	青岛碱业	1		2015-11-15 19:57:33
860	600228	昌九	1		2015-11-15 19:57:33
861	600227	赤天化	1		2015-11-15 19:57:33
862	600226	升华拜克	1		2015-11-15 19:57:33
863	600225	天津松江	1		2015-11-15 19:57:33
864	600223	鲁商置业	1		2015-11-15 19:57:33
865	600222	太龙药业	1		2015-11-15 19:57:33
866	600221	海南航空	1		2015-11-15 19:57:33
867	600220	江苏阳光	1		2015-11-15 19:57:33
868	600219	南山铝业	1		2015-11-15 19:57:33
869	600218	全柴动力	1		2015-11-15 19:57:33
870	600217	秦岭水泥	1		2015-11-15 19:57:33
871	600216	浙江医药	1		2015-11-15 19:57:33
872	600215	长春经开	1		2015-11-15 19:57:33
873	600213	亚星客车	1		2015-11-15 19:57:33
874	600212	江泉实业	1		2015-11-15 19:57:33
875	600211	西藏药业	1		2015-11-15 19:57:33
876	600210	紫江企业	1		2015-11-15 19:57:33
877	600209	罗顿发展	1		2015-11-15 19:57:33
878	600208	新湖中宝	1		2015-11-15 19:57:33
879	600207	安彩高科	1		2015-11-15 19:57:33
880	600206	有研新材	1		2015-11-15 19:57:33
881	600203	福日电子	1		2015-11-15 19:57:33
882	600202	哈空调	1		2015-11-15 19:57:33
883	600201	金宇集团	1		2015-11-15 19:57:33
884	600200	江苏吴中	1		2015-11-15 19:57:33
885	600199	金种子酒	1		2015-11-15 19:57:33
886	600198	大唐电信	1		2015-11-15 19:57:33
887	600197	伊力特	1		2015-11-15 19:57:33
888	600196	复星医药	1		2015-11-15 19:57:33
889	600195	中牧股份	1		2015-11-15 19:57:33
890	600193	创兴资源	1		2015-11-15 19:57:33
891	600192	长城电工	1		2015-11-15 19:57:33
892	600191	华资实业	1		2015-11-15 19:57:33
893	600190	锦州港	1		2015-11-15 19:57:33
894	600189	吉林森工	1		2015-11-15 19:57:33
895	600188	兖州煤业	1		2015-11-15 19:57:33
896	600187	国中水务	1		2015-11-15 19:57:33
897	600186	莲花味精	1		2015-11-15 19:57:33
898	600185	格力地产	1		2015-11-15 19:57:33
899	600184	光电股份	1		2015-11-15 19:57:33
900	600183	生益科技	1		2015-11-15 19:57:33
901	600182	S佳通	1		2015-11-15 19:57:33
902	600180	瑞茂通	1		2015-11-15 19:57:33
903	600179	黑化股份	1		2015-11-15 19:57:33
904	600178	东安	1		2015-11-15 19:57:33
905	600177	雅戈尔	1		2015-11-15 19:57:33
906	600176	中国玻纤	1		2015-11-15 19:57:33
907	600175	美都能源	1		2015-11-15 19:57:33
908	600173	卧龙地产	1		2015-11-15 19:57:33
909	600172	黄河旋风	1		2015-11-15 19:57:33
910	600171	上海贝岭	1		2015-11-15 19:57:33
911	600170	上海建工	1		2015-11-15 19:57:33
912	600169	太原重工	1		2015-11-15 19:57:33
913	600168	武汉控股	1		2015-11-15 19:57:33
914	600167	联美控股	1		2015-11-15 19:57:33
915	600166	福田汽车	1		2015-11-15 19:57:33
916	600165	新日恒力	1		2015-11-15 19:57:33
917	600163	福建南纸	1		2015-11-15 19:57:33
918	600162	香江控股	1		2015-11-15 19:57:33
919	600161	天坛生物	1		2015-11-15 19:57:33
920	600160	巨化股份	1		2015-11-15 19:57:33
921	600159	大龙地产	1		2015-11-15 19:57:33
922	600158	中体产业	1		2015-11-15 19:57:33
923	600157	永泰能源	1		2015-11-15 19:57:33
924	600156	华升股份	1		2015-11-15 19:57:33
925	600155	宝硕股份	1		2015-11-15 19:57:33
926	600153	建发股份	1		2015-11-15 19:57:33
927	600152	维科精华	1		2015-11-15 19:57:33
928	600151	航天机电	1		2015-11-15 19:57:33
929	600150	中国船舶	1		2015-11-15 19:57:33
930	600149	廊坊发展	1		2015-11-15 19:57:33
931	600148	长春一东	1		2015-11-15 19:57:33
932	600146	大元股份	1		2015-11-15 19:57:33
933	600145	国创	1		2015-11-15 19:57:33
934	600143	金发科技	1		2015-11-15 19:57:33
935	600141	兴发集团	1		2015-11-15 19:57:33
936	600139	西部资源	1		2015-11-15 19:57:33
937	600138	中青旅	1		2015-11-15 19:57:33
938	600137	浪莎股份	1		2015-11-15 19:57:33
939	600136	道博股份	1		2015-11-15 19:57:33
940	600135	乐凯胶片	1		2015-11-15 19:57:33
941	600133	东湖高新	1		2015-11-15 19:57:33
942	600132	重庆啤酒	1		2015-11-15 19:57:33
943	600131	岷江水电	1		2015-11-15 19:57:33
944	600130	波导股份	1		2015-11-15 19:57:33
945	600129	太极集团	1		2015-11-15 19:57:33
946	600128	弘业股份	1		2015-11-15 19:57:33
947	600127	金健米业	1		2015-11-15 19:57:33
948	600126	杭钢股份	1		2015-11-15 19:57:33
949	600125	铁龙物流	1		2015-11-15 19:57:33
950	600123	兰花科创	1		2015-11-15 19:57:33
951	600122	宏图高科	1		2015-11-15 19:57:33
952	600121	郑州煤电	1		2015-11-15 19:57:33
953	600120	浙江东方	1		2015-11-15 19:57:33
954	600119	长江投资	1		2015-11-15 19:57:33
955	600118	中国卫星	1		2015-11-15 19:57:33
956	600117	西宁特钢	1		2015-11-15 19:57:33
957	600116	三峡水利	1		2015-11-15 19:57:33
958	600115	东方航空	1		2015-11-15 19:57:33
959	600114	东睦股份	1		2015-11-15 19:57:33
960	600113	浙江东日	1		2015-11-15 19:57:33
961	600112	天成控股	1		2015-11-15 19:57:33
962	600111	包钢稀土	1		2015-11-15 19:57:33
963	600110	中科英华	1		2015-11-15 19:57:33
964	600109	国金证券	1		2015-11-15 19:57:33
965	600108	亚盛集团	1		2015-11-15 19:57:33
966	600107	美尔雅	1		2015-11-15 19:57:33
967	600106	重庆路桥	1		2015-11-15 19:57:33
968	600105	永鼎股份	1		2015-11-15 19:57:33
969	600104	上汽集团	1		2015-11-15 19:57:33
970	600103	青山纸业	1		2015-11-15 19:57:33
971	600101	明星电力	1		2015-11-15 19:57:33
972	600100	同方股份	1		2015-11-15 19:57:33
973	600099	林海股份	1		2015-11-15 19:57:33
974	600098	广州发展	1		2015-11-15 19:57:33
975	600097	开创国际	1		2015-11-15 19:57:33
976	600096	云天化	1		2015-11-15 19:57:33
977	600095	哈高科	1		2015-11-15 19:57:33
978	600094	大名城	1		2015-11-15 19:57:33
979	600093	禾嘉股份	1		2015-11-15 19:57:33
980	600091	ST明科	1		2015-11-15 19:57:33
981	600090	啤酒花	1		2015-11-15 19:57:33
982	600089	特变电工	1		2015-11-15 19:57:33
983	600088	中视传媒	1		2015-11-15 19:57:33
984	600086	东方金钰	1		2015-11-15 19:57:33
985	600085	同仁堂	1		2015-11-15 19:57:33
986	600084	中葡股份	1		2015-11-15 19:57:33
987	600083	博信股份	1		2015-11-15 19:57:33
988	600082	海泰发展	1		2015-11-15 19:57:33
989	600081	东风科技	1		2015-11-15 19:57:33
990	600080	金花股份	1		2015-11-15 19:57:33
991	600079	人福医药	1		2015-11-15 19:57:33
992	600078	澄星股份	1		2015-11-15 19:57:33
993	600077	宋都股份	1		2015-11-15 19:57:33
994	600076	青鸟华光	1		2015-11-15 19:57:33
995	600075	新业	1		2015-11-15 19:57:33
996	600074	中达股份	1		2015-11-15 19:57:33
997	600073	上海梅林	1		2015-11-15 19:57:33
998	600072	钢构	1		2015-11-15 19:57:33
999	600071	凤凰光学	1		2015-11-15 19:57:33
1000	600070	浙江富润	1		2015-11-15 19:57:33
1001	600069	银鸽投资	1		2015-11-15 19:57:33
1002	600068	葛洲坝	1		2015-11-15 19:57:33
1003	600067	冠城大通	1		2015-11-15 19:57:33
1004	600066	宇通客车	1		2015-11-15 19:57:33
1005	600064	南京高科	1		2015-11-15 19:57:33
1006	600063	皖维高新	1		2015-11-15 19:57:33
1007	600062	华润双鹤	1		2015-11-15 19:57:33
1008	600061	中纺投资	1		2015-11-15 19:57:33
1009	600060	海信电器	1		2015-11-15 19:57:33
1010	600059	古越龙山	1		2015-11-15 19:57:33
1011	600058	五矿发展	1		2015-11-15 19:57:33
1012	600057	象屿股份	1		2015-11-15 19:57:33
1013	600056	中国医药	1		2015-11-15 19:57:33
1014	600055	华润万东	1		2015-11-15 19:57:33
1015	600054	黄山旅游	1		2015-11-15 19:57:33
1016	600053	中江地产	1		2015-11-15 19:57:33
1017	600052	浙江广厦	1		2015-11-15 19:57:33
1018	600051	宁波联合	1		2015-11-15 19:57:33
1019	600050	中国联通	1		2015-11-15 19:57:33
1020	600048	保利地产	1		2015-11-15 19:57:33
1021	600039	四川路桥	1		2015-11-15 19:57:33
1022	600038	中直股份	1		2015-11-15 19:57:33
1023	600037	歌华有线	1		2015-11-15 19:57:33
1024	600036	招商银行	1		2015-11-15 19:57:33
1025	600035	楚天高速	1		2015-11-15 19:57:33
1026	600033	福建高速	1		2015-11-15 19:57:33
1027	600031	三一重工	1		2015-11-15 19:57:33
1028	600030	中信证券	1		2015-11-15 19:57:33
1029	600029	南方航空	1		2015-11-15 19:57:33
1030	600028	中国石化	1		2015-11-15 19:57:33
1031	600027	华电国际	1		2015-11-15 19:57:33
1032	600026	中海发展	1		2015-11-15 19:57:33
1033	600023	浙能电力	1		2015-11-15 19:57:33
1034	600022	山东钢铁	1		2015-11-15 19:57:33
1035	600021	上海电力	1		2015-11-15 19:57:33
1036	600020	中原高速	1		2015-11-15 19:57:33
1037	600019	宝钢股份	1		2015-11-15 19:57:33
1038	600018	上港集团	1		2015-11-15 19:57:33
1039	600017	日照港	1		2015-11-15 19:57:33
1040	600016	民生银行	1		2015-11-15 19:57:33
1041	600015	华夏银行	1		2015-11-15 19:57:33
1042	600012	皖通高速	1		2015-11-15 19:57:33
1043	600011	华能国际	1		2015-11-15 19:57:33
1044	600010	包钢股份	1		2015-11-15 19:57:33
1045	600009	上海机场	1		2015-11-15 19:57:33
1046	600008	首创股份	1		2015-11-15 19:57:33
1047	600007	中国国贸	1		2015-11-15 19:57:33
1048	600006	东风汽车	1		2015-11-15 19:57:33
1049	600005	武钢股份	1		2015-11-15 19:57:33
1050	600004	白云机场	1		2015-11-15 19:57:33
1051	600000	浦发银行	1		2015-11-15 19:57:33
1054	399982	500等权	2		2015-11-15 19:58:03
1056	399980	中证超大	2		2015-11-15 19:58:03
1057	399979	大宗商品	2		2015-11-15 19:58:03
1058	399978	医药100	2		2015-11-15 19:58:03
1059	399977	内地低碳	2		2015-11-15 19:58:03
1060	399974	国企改革	2		2015-11-15 19:58:03
1061	399973	中证国防	2		2015-11-15 19:58:03
1062	399972	300深市	2		2015-11-15 19:58:03
1063	399971	中证传媒	2		2015-11-15 19:58:03
1064	399970	移动互联	2		2015-11-15 19:58:03
1065	399969	300非周	2		2015-11-15 19:58:03
1066	399968	300周期	2		2015-11-15 19:58:03
1067	399967	中证军工	2		2015-11-15 19:58:03
1068	399966	800非银	2		2015-11-15 19:58:03
1069	399965	800地产	2		2015-11-15 19:58:03
1070	399964	中证新兴	2		2015-11-15 19:58:03
1071	399963	中证下游	2		2015-11-15 19:58:03
1072	399962	中证中游	2		2015-11-15 19:58:03
1073	399961	中证上游	2		2015-11-15 19:58:03
1074	399960	中证龙头	2		2015-11-15 19:58:03
1075	399959	军工指数	2		2015-11-15 19:58:03
1076	399958	创业成长	2		2015-11-15 19:58:03
1077	399957	300运输	2		2015-11-15 19:58:03
1078	399956	国企200	2		2015-11-15 19:58:03
1080	399954	地企100	2		2015-11-15 19:58:03
1081	399953	中证地企	2		2015-11-15 19:58:03
1082	399952	300地产	2		2015-11-15 19:58:03
1083	399951	300银行	2		2015-11-15 19:58:03
1084	399950	300基建	2		2015-11-15 19:58:03
1085	399949	内地农业	2		2015-11-15 19:58:03
